receipt_no,sale_datetime,item_code,size,qty,unit_price,member_id,payment
NM-002755,09/04/2569 09:31,C02,M,27,55,,CARD
NM-002756,09/04/2569 10:18,C06,M,1,75,,QR
NM-002757,09/04/2569 10:26,T05,L,1,70,,CASH
NM-002758,09/04/2569 10:29,T01,M,1,55,,CARD
NM-002758,09/04/2569 10:29,B02,,1,50,,CARD
NM-002759,09/04/2569 10:52,T01,S,1,45,M0058,CASH
NM-002759,09/04/2569 10:52,B02,,1,50,M0058,CASH
NM-002759,09/04/2569 10:52,C04,M,1,65,M0058,CASH
NM-002760,09/04/2569 10:53,C02,M,1,55,M731,CASH
NM-002760,09/04/2569 10:53,B03,,1,85,M731,CASH
NM-002761,09/04/2569 11:21,T03,M,1,50,M0052,CASH
NM-002761,09/04/2569 11:21,B03,,1,85,M0052,CASH
NM-002762,09/04/2569 12:25,B04,,2,75,M0478,QR
NM-002763,09/04/2569 14:14,T03,S,1,40,M0560,QR
NM-002764,09/04/2569 14:16,T01,M,1,55,,QR
NM-002764,09/04/2569 14:16,B02,,1,50,,QR
NM-002765,09/04/2569 15:28,C04,M,2,65,M0623,CARD
NM-002765,09/04/2569 15:28,T03,L,1,60,M0623,CARD
NM-002766,09/04/2569 15:55,C05,M,2,70,M0786,QR
NM-002767,09/04/2569 16:30,B01,,1,55,,QR
NM-002767,09/04/2569 16:30,T03,L,1,60,,QR
NM-002768,09/04/2569 16:41,T03,L,1,60,,QR
NM-002769,09/04/2569 16:57,T01,S,1,45,,CARD
NM-002769,09/04/2569 16:57,B02,,1,50,,CARD
NM-002770,09/04/2569 16:58,C03,M,2,65,,QR
NM-002770,09/04/2569 16:58,B03,,1,,,QR
NM-002770,09/04/2569 16:58,B03,,1,,,QR
NM-002771,09/04/2569 17:30,C06,M,3,75,,QR
NM-002772,09/04/2569 17:41,C02,S,1,45,,QR
NM-002773,10/04/2569 07:03,B01,,2,55,,QR
NM-002774,10/04/2569 07:23,T04,M,1,60,M0009,CASH
NM-002774,10/04/2569 07:23,B04,,1,75,M0009,CASH
NM-002775,10/04/2569 08:24,C04,L,1,75,M0623,QR
NM-002776,10/04/2569 09:11,C01,M,2,55,,CARD
NM-002777,10/04/2569 09:15,C01,M,2,55,M0562,CARD
NM-002777,10/04/2569 09:15,B04,,1,75,M0562,CARD
NM-002778,10/04/2569 09:17,T02,S,1,60,,CARD
NM-002778,10/04/2569 09:17,B03,,1,85,,CARD
NM-002779,10/04/2569 09:18,C02,S,1,4500,M0441,QR
NM-002779,10/04/2569 09:18,C02,S,1,4500,M0441,QR
NM-002779,10/04/2569 09:18,B01,,1,55,M0441,QR
NM-002780,10/04/2569 09:35,C03,L,1,75,,CARD
NM-002781,10/04/2569 09:45,T02,L,1,80,,QR
NM-002781,10/04/2569 09:45,B03,,1,85,,QR
NM-002782,10/04/2569 09:59,C02,M,2,55,,CARD
NM-002783,10/04/2569 10:06,C03,S,1,55,M0359,CARD
NM-002783,10/04/2569 10:06,B03,,1,85,M0359,CARD
NM-002783,10/04/2569 10:06,C05,S,1,60,M0359,CARD
NM-002784,10/04/2569 10:39,T02,S,1,60,,QR
NM-002785,10/04/2569 11:03,B01,,2,55,M0672,QR
NM-002786,10/04/2569 11:06,C01,S,3,45,,CASH
NM-002786,10/04/2569 11:06,B02,,1,,,CASH
NM-002787,10/04/2569 12:42,T02,M,1,70,,QR
NM-002788,10/04/2569 12:56,T04,S,1,50,,CASH
NM-002789,10/04/2569 13:15,C01,M,1,55,M0209,QR
NM-002790,10/04/2569 14:29,T05,M,1,60,,QR
NM-002790,10/04/2569 14:29,T04,S,1,50,,QR
NM-002791,10/04/2569 14:30,T01,L,1,65,M0190,QR
NM-002792,10/04/2569 14:41,T04,M,1,60,M0617,CARD
NM-002792,10/04/2569 14:41,B01,,1,55,M0617,CARD
NM-002792,10/04/2569 14:41,C03,M,1,65,M0617,CARD
NM-002793,10/04/2569 15:13,B02,,2,50,,QR
NM-002794,10/04/2569 16:16,C03,S,1,55,M0644,CASH
NM-002795,10/04/2569 16:30,T01,M,1,55,,QR
NM-002796,10/04/2569 17:11,T01,M,1,55,M0382,QR
NM-002797,10/04/2569 17:27,T03,M,1,50,,CARD
NM-002798,10/04/2569 19:15,T02,M,1,70,,QR
NM-002798,10/04/2569 19:15,B01,,1,55,,QR
NM-002799,11/04/2569 07:00,B01,,1,55,M0637,CARD
NM-002800,11/04/2569 07:34,C02,M,1,55,,QR
NM-002800,11/04/2569 07:34,B01,,1,55,,QR
NM-002801,11/04/2569 07:46,T02,S,2,60,,CASH
NM-002802,11/04/2569 08:04,C03,M,2,65,M0696,QR
NM-002803,11/04/2569 08:10,T02,L,1,80,,CASH
NM-002803,11/04/2569 08:10,B03,,1,85,,CASH
NM-002804,11/04/2569 08:32,C03,S,1,55,,CARD
NM-002805,11/04/2569 09:08,C06,M,3,75,,QR
NM-002805,11/04/2569 09:08,B03,,1,85,,QR
NM-002806,11/04/2569 09:23,T04,M,1,60,,CARD
NM-002807,11/04/2569 09:24,C05,S,0,60,M0246,CASH
NM-002807,11/04/2569 09:24,B04,,1,75,M0246,CASH
NM-002808,11/04/2569 10:20,C02,M,1,55,,QR
NM-002809,11/04/2569 10:22,T04,S,1,50,M0058,QR
NM-002810,11/04/2569 10:23,B03,,2,85,M0318,CARD
NM-002811,11/04/2569 10:48,T03,L,1,60,M0130,QR
NM-002812,11/04/2569 10:52,C03,M,1,65,,CARD
NM-002813,11/04/2569 11:21,C04,L,1,75,M0278,CARD
NM-002814,11/04/2569 11:34,C03,M,1,65,,CARD
NM-002814,11/04/2569 11:34,B03,,1,85,,CARD
NM-002815,11/04/2569 12:13,T02,S,2,60,,CASH
NM-002816,11/04/2569 13:48,T01,S,1,45,,QR
NM-002817,11/04/2569 13:52,C02,L,1,65,M0350,QR
NM-002818,11/04/2569 14:08,T01,M,1,,,QR
NM-002818,11/04/2569 14:08,B02,,1,50,,QR
NM-002819,11/04/2569 14:58,T01,M,1,55,,QR
NM-002820,11/04/2569 15:00,T02,M,1,70,,QR
NM-002821,11/04/2569 15:25,C05,S,2,60,M0802,QR
NM-002822,11/04/2569 15:57,C04,S,1,55,,QR
NM-002823,11/04/2569 16:22,C01,S,1,45,,CASH
NM-002823,11/04/2569 16:22,B04,,1,75,,CASH
NM-002823,11/04/2569 16:22,T03,L,1,60,,CASH
NM-002824,11/04/2569 16:28,T02,M,1,70,M0049,CARD
NM-002825,11/04/2569 16:48,T02,S,1,60,,QR
NM-002826,11/04/2569 17:18,C01,M,1,55,M0128,CARD
NM-002827,11/04/2569 17:20,T04,L,2,70,,CARD
NM-002828,11/04/2569 17:53,T04,S,1,50,M0435,QR
NM-002829,11/04/2569 18:13,T04,S,1,50,,CARD
NM-002830,11/04/2569 18:13,T01,M,1,55,,QR
NM-002830,11/04/2569 18:13,C02,S,1,45,,QR
NM-002831,11/04/2569 19:46,T01,M,1,55,M0432,QR
NM-002831,11/04/2569 19:46,B02,,1,50,M0432,QR
NM-002832,12/04/2569 08:24,T04,L,1,70,,CARD
NM-002833,12/04/2569 08:36,T02,L,1,80,,QR
NM-002833,12/04/2569 08:36,B04,,1,75,,QR
NM-002834,12/04/2569 08:38,C03,L,1,75,M0314,CARD
NM-002835,12/04/2569 08:50,C06,M,2,75,,QR
NM-002836,12/04/2569 08:56,C02,L,1,65,,QR
NM-002837,12/04/2569 09:04,C05,M,1,70,M0226,QR
NM-002838,12/04/2569 09:33,C03,M,3,65,M0058,QR
NM-002838,12/04/2569 09:33,B03,,1,85,M0058,QR
NM-002839,12/04/2569 09:43,T01,S,1,45,,QR
NM-002839,12/04/2569 09:43,B01,,1,55,,QR
NM-002839,12/04/2569 09:43,B01,,1,55,,QR
NM-002839,12/04/2569 09:43,B03,,1,85,,QR
NM-002840,12/04/2569 09:48,C02,M,2,55,,QR
NM-002840,12/04/2569 09:48,B03,,1,85,,QR
NM-002841,12/04/2569 09:53,C04,L,1,75,M0780,QR
NM-002842,12/04/2569 10:29,C03,L,1,75,M0480,CARD
NM-002842,12/04/2569 10:29,B03,,1,85,M0480,CARD
NM-002843,12/04/2569 10:45,C06,M,1,75,M0708,CARD
NM-002843,12/04/2569 10:45,C02,M,1,55,M0708,CARD
NM-002844,12/04/2569 11:26,C03,L,1,75,,CASH
NM-002845,12/04/2569 11:44,T02,S,1,60,,QR
NM-002846,12/04/2569 12:03,T01,L,1,65,M0251,CASH
NM-002846,12/04/2569 12:03,C02,S,1,45,M0251,CASH
NM-002847,12/04/2569 13:55,C04,L,1,75,,CASH
NM-002847,12/04/2569 13:55,B04,,1,75,,CASH
NM-002848,12/04/2569 13:56,C03,L,2,75,M0065,QR
NM-002849,12/04/2569 14:06,B03,,1,85,,QR
NM-002849,12/04/2569 14:06,T04,L,1,70,,QR
NM-002850,12/04/2569 14:12,B04,,1,75,,QR
NM-002850,12/04/2569 14:12,T01,M,1,55,,QR
NM-002851,12/04/2569 14:20,B03,,1,,,CASH
NM-002852,12/04/2569 14:36,C01,S,1,45,,CARD
NM-002852,12/04/2569 14:36,T02,M,1,70,,CARD
NM-002853,12/04/2569 14:39,T04,L,1,70,M0445,QR
NM-002853,12/04/2569 14:39,T04,L,1,70,M0445,QR
NM-002853,12/04/2569 14:39,T05,M,1,60,M0445,QR
NM-002854,12/04/2569 15:20,C02,L,2,65,,QR
NM-002854,12/04/2569 15:20,T02,M,1,70,,QR
NM-002855,12/04/2569 15:32,C03,M,1,65,,QR
NM-002855,12/04/2569 15:32,B03,,1,,,QR
NM-002856,12/04/2569 16:16,C02,M,3,55,M0637,CARD
NM-002856,12/04/2569 16:16,T01,S,1,45,M0637,CARD
NM-002857,12/04/2569 16:24,T04,L,1,70,,CARD
NM-002857,12/04/2569 16:24,T05,S,1,50,,CARD
NM-002858,12/04/2569 16:32,C02,M,1,55,,QR
NM-002858,12/04/2569 16:32,C04,L,1,75,,QR
NM-002859,12/04/2569 18:20,B02,,3,50,,QR
NM-002860,12/04/2569 18:29,C05,L,1,80,,CASH
NM-002861,13/04/2569 07:11,C03,L,1,75,,QR
NM-002862,13/04/2569 07:34,T02,L,1,80,M0172,CASH
NM-002863,13/04/2569 08:19,C03,S,1,55,M0809,QR
NM-002864,13/04/2569 08:46,C05,M,1,70,,CARD
NM-002865,13/04/2569 09:13,C05,S,1,60,,CASH
NM-002865,13/04/2569 09:13,C03,L,1,75,,CASH
NM-002866,13/04/2569 09:14,C01,M,1,55,,QR
NM-002866,13/04/2569 09:14,B02,,1,50,,QR
NM-002867,13/04/2569 09:25,C04,M,1,65,,QR
NM-002868,13/04/2569 09:46,T02,S,3,60,,QR
NM-002868,13/04/2569 09:46,B01,,1,55,,QR
NM-002869,13/04/2569 09:48,C02,M,1,55,,CARD
NM-002870,13/04/2569 09:59,C06,S,1,65,M0703,QR
NM-002871,13/04/2569 10:04,C05,S,1,60,M0407,CARD
NM-002872,13/04/2569 10:24,B02,,1,50,,CARD
NM-002873,13/04/2569 10:36,C03,M,1,65,,QR
NM-002874,13/04/2569 10:41,T02,M,3,70,M0744,QR
NM-002875,13/04/2569 10:46,C05,L,1,80,,CASH
NM-002876,13/04/2569 11:13,B02,,1,50,,QR
NM-002877,13/04/2569 11:19,T03,M,1,50,,CARD
NM-002877,13/04/2569 11:19,B04,,1,75,,CARD
NM-002878,13/04/2569 11:54,C03,M,1,65,,CARD
NM-002878,13/04/2569 11:54,B03,,1,85,,CARD
NM-002879,13/04/2569 12:54,T01,L,2,65,M0359,CARD
NM-002879,13/04/2569 12:54,B02,,1,50,M0359,CARD
NM-002880,13/04/2569 13:01,C03,M,3,65,M0291,CARD
NM-002881,13/04/2569 13:02,B02,,1,50,M0105,CASH
NM-002882,13/04/2569 13:33,B04,,1,75,M0636,CASH
NM-002882,13/04/2569 13:33,B03,,1,85,M0636,CASH
NM-002883,13/04/2569 13:50,B02,,2,50,M0376,CARD
NM-002884,13/04/2569 13:51,T01,L,1,65,,QR
NM-002884,13/04/2569 13:51,C03,M,1,65,,QR
NM-002885,13/04/2569 14:22,T01,M,2,,M0023,QR
NM-002886,13/04/2569 14:44,C02,M,1,55,M0168,CASH
NM-002886,13/04/2569 14:44,T03,L,1,60,M0168,CASH
NM-002887,13/04/2569 15:29,T02,M,3,70,M0057,CASH
NM-002888,13/04/2569 15:32,B01,,1,55,M0535,CASH
NM-002889,13/04/2569 15:37,C06,L,1,85,,QR
NM-002889,13/04/2569 15:37,C03,M,1,65,,QR
NM-002890,13/04/2569 15:44,T03,M,1,50,,QR
NM-002890,13/04/2569 15:44,T03,M,1,50,,QR
NM-002891,13/04/2569 15:46,C03,S,1,55,,CASH
NM-002892,13/04/2569 17:26,T02,L,2,80,M0768,QR
NM-002893,13/04/2569 18:04,C04,S,2,55,,CASH
NM-002894,13/04/2569 19:24,T03,L,1,60,,CASH
NM-002895,14/04/2569 07:00,C04,L,1,75,,CASH
NM-002896,14/04/2569 07:09,T01,M,3,55,M0478,CARD
NM-002896,14/04/2569 07:09,B02,,1,50,M0478,CARD
NM-002897,14/04/2569 07:20,C03,M,1,65,,CARD
NM-002898,14/04/2569 07:21,T03,M,1,50,M0716,QR
NM-002898,14/04/2569 07:21,T05,L,1,70,M0716,QR
NM-002899,14/04/2569 07:30,C01,M,1,55,,CARD
NM-002899,14/04/2569 07:30,T02,,1,60,,CARD
NM-002900,14/04/2569 07:30,B03,,1,85,M0782,CARD
NM-002901,14/04/2569 07:54,C05,L,1,80,,QR
NM-002902,14/04/2569 08:00,T02,M,1,70,M0260,QR
NM-002902,14/04/2569 08:00,T03,L,1,60,M0260,QR
NM-002903,14/04/2569 08:20,C04,M,1,65,M0677,CASH
NM-002904,14/04/2569 08:23,T03,L,1,60,,CASH
NM-002905,14/04/2569 08:44,C02,M,1,55,M0291,CARD
NM-002905,14/04/2569 08:44,B01,,1,55,M0291,CARD
NM-002906,14/04/2569 09:03,C04,S,1,55,M0219,QR
NM-002907,14/04/2569 09:42,C04,M,1,65,,QR
NM-002907,14/04/2569 09:42,B02,,1,50,,QR
NM-002908,14/04/2569 09:45,C03,L,1,75,,QR
NM-002909,14/04/2569 09:59,C05,M,1,70,,CASH
NM-002910,14/04/2569 10:08,C05,M,1,70,,QR
NM-002911,14/04/2569 10:15,T02,M,1,70,,QR
NM-002912,14/04/2569 10:22,C01,S,2,45,M0412,QR
NM-002913,14/04/2569 10:24,C04,L,1,75,M0405,QR
NM-002914,14/04/2569 10:34,B02,,1,50,,CASH
NM-002914,14/04/2569 10:34,T02,L,1,80,,CASH
NM-002915,14/04/2569 10:44,C03,S,1,55,M0181,CARD
NM-002915,14/04/2569 10:44,B03,,1,85,M0181,CARD
NM-002915,14/04/2569 10:44,T01,L,1,65,M0181,CARD
NM-002916,14/04/2569 10:58,C02,M,1,55,,CASH
NM-002916,14/04/2569 10:58,B01,,1,55,,CASH
NM-002917,14/04/2569 11:06,C02,S,1,45,,QR
NM-002918,14/04/2569 11:06,C02,S,1,45,M0064,QR
NM-002918,14/04/2569 11:06,B03,,1,85,M0064,QR
NM-002919,14/04/2569 11:45,C03,L,1,75,,QR
NM-002919,14/04/2569 11:45,B03,,1,85,,QR
NM-002920,14/04/2569 11:46,T04,S,2,50,,QR
NM-002921,14/04/2569 12:47,C03,M,1,65,M0176,CARD
NM-002922,14/04/2569 12:54,T05,M,1,60,M0703,QR
NM-002922,14/04/2569 12:54,B02,,1,50,M0703,QR
NM-002922,14/04/2569 12:54,B02,,1,50,M0703,QR
NM-002923,14/04/2569 12:57,C03,M,1,65,M0437,CASH
NM-002924,14/04/2569 13:18,T02,L,1,80,M0204,CASH
NM-002925,14/04/2569 13:23,C04,S,1,55,M0796,CARD
NM-002926,14/04/2569 13:38,C01,M,1,55,,CASH
NM-002926,14/04/2569 13:38,B04,,1,75,,CASH
NM-002926,14/04/2569 13:38,B04,,1,75,,CASH
NM-002927,14/04/2569 13:41,B01,,2,55,M0211,CARD
NM-002928,14/04/2569 13:47,T01,M,1,55,M0530,QR
NM-002929,14/04/2569 13:53,T04,S,1,50,,QR
NM-002929,14/04/2569 13:53,B02,,1,50,,QR
NM-002930,14/04/2569 14:06,T03,S,1,40,M0400,CASH
NM-002931,14/04/2569 14:11,T04,L,1,70,,CARD
NM-002931,14/04/2569 14:11,B03,,1,85,,CARD
NM-002932,14/04/2569 14:13,B01,,1,55,M0249,QR
NM-002933,14/04/2569 14:45,T03,L,1,60,,QR
NM-002934,14/04/2569 14:47,C03,S,3,55,,CASH
NM-002935,14/04/2569 14:50,C04,,1,75,,QR
NM-002936,14/04/2569 15:19,C02,L,1,65,M0202,QR
NM-002937,14/04/2569 16:22,B04,,1,,M0133,QR
NM-002938,14/04/2569 17:27,T01,M,1,55,,QR
NM-002939,14/04/2569 17:55,T02,L,1,80,M0438,QR
NM-002940,14/04/2569 18:12,B03,,1,85,,CASH
NM-002940,14/04/2569 18:12,T02,S,1,60,,CASH
NM-002941,14/04/2569 18:25,T04,L,1,70,,QR
NM-002941,14/04/2569 18:25,B01,,1,55,,QR
NM-002941,14/04/2569 18:25,B01,,1,55,,QR
NM-002942,14/04/2569 18:27,C02,M,3,55,,CARD
NM-002942,14/04/2569 18:27,B01,,1,55,,CARD
NM-002943,14/04/2569 19:02,B01,,1,55,,QR
NM-002944,14/04/2569 19:07,C02,M,1,,,QR
NM-002945,14/04/2569 19:31,T02,M,2,70,M0018,QR
NM-002946,14/04/2569 19:44,T01,S,1,45,M0530,CARD
NM-002947,15/04/2569 08:22,C04,M,1,65,,CASH
NM-002948,15/04/2569 08:30,T05,M,1,60,M0708,QR
NM-002949,15/04/2569 08:31,C03,M,1,65,M0106,CASH
NM-002950,15/04/2569 08:53,B02,,1,50,M0625,CARD
NM-002951,15/04/2569 09:01,T01,L,1,65,,CARD
NM-002951,15/04/2569 09:01,B02,,1,50,,CARD
NM-002952,15/04/2569 09:06,C04,S,1,55,,QR
NM-002953,15/04/2569 09:20,C05,M,1,70,M0405,CASH
NM-002954,15/04/2569 09:27,T01,L,1,65,,CARD
NM-002954,15/04/2569 09:27,B02,,1,,,CARD
NM-002955,15/04/2569 09:29,C03,M,1,65,,CASH
NM-002955,15/04/2569 09:29,B03,,1,85,,CASH
NM-002956,15/04/2569 09:51,T01,M,1,55,M0160,CASH
NM-002957,15/04/2569 10:35,C04,S,1,55,,CASH
NM-002958,15/04/2569 10:37,C03,M,-1,65,,CARD
NM-002958,15/04/2569 10:37,B01,,1,55,,CARD
NM-002959,15/04/2569 10:39,C05,L,2,80,M0649,QR
NM-002959,15/04/2569 10:39,B03,,1,85,M0649,QR
NM-002960,15/04/2569 10:48,B02,,1,50,M0407,CASH
NM-002961,15/04/2569 10:52,T02,M,1,70,,QR
NM-002962,15/04/2569 11:00,C02,M,1,55,M0171,QR
NM-002962,15/04/2569 11:00,B01,,1,55,M0171,QR
NM-002963,15/04/2569 11:37,T01,L,1,65,,CARD
NM-002964,15/04/2569 11:49,C03,L,2,75,M0247,QR
NM-002965,15/04/2569 12:34,B03,,1,85,,CARD
NM-002966,15/04/2569 12:54,B04,,2,75,,QR
NM-002967,15/04/2569 13:00,C06,M,1,75,M0488,CASH
NM-002968,15/04/2569 13:06,C04,M,1,65,,QR
NM-002969,15/04/2569 13:37,C02,S,1,45,,QR
NM-002970,15/04/2569 13:50,B03,,2,85,M0225,QR
NM-002970,15/04/2569 13:50,B03,,2,85,M0225,QR
NM-002971,15/04/2569 13:51,T03,M,1,50,M0490,QR
NM-002971,15/04/2569 13:51,B01,,1,,M0490,QR
NM-002972,15/04/2569 14:00,C04,M,1,65,,CARD
NM-002972,15/04/2569 14:00,B04,,1,75,,CARD
NM-002973,15/04/2569 14:09,B02,,1,50,M0796,QR
NM-002974,15/04/2569 15:18,T02,L,1,80,M0042,CASH
NM-002974,15/04/2569 15:18,T01,M,1,55,M0042,CASH
NM-002975,15/04/2569 15:30,C04,M,1,65,M0474,QR
NM-002976,15/04/2569 15:33,C06,L,1,85,,QR
NM-002977,15/04/2569 15:36,B01,,1,55,M0686,QR
NM-002978,15/04/2569 15:40,T04,M,1,60,M0263,QR
NM-002979,15/04/2569 16:25,B04,,1,75,,CARD
NM-002979,15/04/2569 16:25,C02,M,1,55,,CARD
NM-002980,15/04/2569 16:45,T01,S,1,45,,QR
NM-002981,15/04/2569 16:51,T01,L,1,65,M0034,QR
NM-002982,15/04/2569 17:46,B03,,1,85,,QR
NM-002983,15/04/2569 18:07,T01,L,1,65,,CASH
NM-002984,15/04/2569 18:37,T05,L,1,70,,CASH
NM-002985,15/04/2569 18:47,B04,,1,75,M0319,CARD
NM-002985,15/04/2569 18:47,T04,S,1,50,M0319,CARD
NM-002986,15/04/2569 18:56,T05,L,2,70,,QR
NM-002987,16/04/2569 09:13,C03,L,1,75,M0260,QR
NM-002987,16/04/2569 09:13,B03,,1,85,M0260,QR
NM-002988,16/04/2569 09:19,C05,S,1,,,QR
NM-002988,16/04/2569 09:19,C04,M,1,65,,QR
NM-002989,16/04/2569 09:24,C06,S,1,65,,CASH
NM-002989,16/04/2569 09:24,B04,,1,75,,CASH
NM-002989,16/04/2569 09:24,C05,M,1,70,,CASH
NM-002990,16/04/2569 09:35,T01,L,1,65,,QR
NM-002991,16/04/2569 10:46,C05,M,1,70,M0814,QR
NM-002992,16/04/2569 11:20,C03,S,1,55,M0059,QR
NM-002993,16/04/2569 11:21,T05,S,1,50,,QR
NM-002994,16/04/2569 12:37,T01,S,1,45,,QR
NM-002994,16/04/2569 12:37,C03,S,1,55,,QR
NM-002995,16/04/2569 13:06,B01,,1,55,,QR
NM-002996,16/04/2569 13:19,B04,,1,75,,CARD
NM-002997,16/04/2569 14:46,C02,L,1,65,,CARD
NM-002997,16/04/2569 14:46,T01,M,1,55,,CARD
NM-002998,16/04/2569 14:47,T01,L,1,65,,CARD
NM-002998,16/04/2569 14:47,B02,,1,50,,CARD
NM-002999,16/04/2569 15:00,T04,L,2,70,M0744,CARD
NM-003000,16/04/2569 15:16,T01,S,2,45,,CARD
NM-003000,16/04/2569 15:16,B02,,1,50,,CARD
NM-003001,16/04/2569 15:29,B04,,1,75,,QR
NM-003002,16/04/2569 15:41,C05,S,1,60,,QR
NM-003003,16/04/2569 15:45,T03,M,1,50,,CASH
NM-003003,16/04/2569 15:45,B01,,1,55,,CASH
NM-003004,16/04/2569 16:11,C03,L,1,75,M0371,QR
NM-003004,16/04/2569 16:11,B03,,1,85,M0371,QR
NM-003005,16/04/2569 16:13,T02,L,1,80,,QR
NM-003005,16/04/2569 16:13,B01,,1,55,,QR
NM-003006,16/04/2569 16:19,T03,L,1,60,M0011,CARD
NM-003007,16/04/2569 16:25,T04,S,1,50,,QR
NM-003007,16/04/2569 16:25,C06,S,1,65,,QR
NM-003008,16/04/2569 16:29,T04,M,1,60,M0531,QR
NM-003009,16/04/2569 16:36,T03,M,1,50,,QR
NM-003009,16/04/2569 16:36,T01,S,1,45,,QR
NM-003010,16/04/2569 17:42,T01,L,1,65,,CASH
NM-003011,16/04/2569 17:55,C02,S,2,45,,CASH
NM-003011,16/04/2569 17:55,B01,,1,55,,CASH
NM-003012,16/04/2569 18:28,T01,S,1,45,M0622,QR
NM-003012,16/04/2569 18:28,B02,,1,50,M0622,QR
NM-003013,16/04/2569 19:34,C04,S,1,55,M0629,QR
NM-003013,16/04/2569 19:34,T03,M,1,50,M0629,QR
NM-003014,16/04/2569 19:53,T02,L,2,80,,CASH
NM-003015,17/04/2569 07:30,C04,L,1,75,,CASH
NM-003016,17/04/2569 07:31,T01,L,2,65,,QR
NM-003017,17/04/2569 08:45,C03,S,2,55,,QR
NM-003018,17/04/2569 09:08,T02,L,1,,,QR
NM-003019,17/04/2569 09:16,T02,S,1,60,M0358,QR
NM-003020,17/04/2569 09:41,C03,L,1,75,M0252,CASH
NM-003021,17/04/2569 10:01,T02,M,1,70,M0537,QR
NM-003022,17/04/2569 10:19,C06,S,1,65,,QR
NM-003023,17/04/2569 10:28,B02,,2,50,,QR
NM-003024,17/04/2569 11:10,T05,S,1,50,M0434,CASH
NM-003025,17/04/2569 11:13,C03,M,1,65,,QR
NM-003025,17/04/2569 11:13,B03,,1,85,,QR
NM-003026,17/04/2569 11:20,C03,M,1,65,,QR
NM-003026,17/04/2569 11:20,B03,,1,85,,QR
NM-003027,17/04/2569 11:24,C02,M,1,55,,CASH
NM-003028,17/04/2569 11:32,T01,L,1,65,M0107,CASH
NM-003028,17/04/2569 11:32,B02,,1,50,M0107,CASH
NM-003029,17/04/2569 12:30,T03,M,1,50,M0407,CASH
NM-003030,17/04/2569 13:24,T04,S,1,50,,QR
NM-003030,17/04/2569 13:24,T04,S,1,50,,QR
NM-003031,17/04/2569 14:07,C04,L,1,75,M0432,QR
NM-003032,17/04/2569 14:11,B04,,-1,75,M0634,CARD
NM-003032,17/04/2569 14:11,C01,S,1,45,M0634,CARD
NM-003033,17/04/2569 14:29,C04,M,1,65,,CARD
NM-003034,17/04/2569 14:40,T04,S,1,50,,CASH
NM-003035,17/04/2569 14:59,T01,S,2,45,,CARD
NM-003035,17/04/2569 14:59,B02,,1,50,,CARD
NM-003035,17/04/2569 14:59,T02,L,1,80,,CARD
NM-003036,17/04/2569 15:01,T01,S,1,45,M0484,CARD
NM-003037,17/04/2569 15:04,C02,M,1,55,,QR
NM-003037,17/04/2569 15:04,B01,,1,55,,QR
NM-003038,17/04/2569 15:06,T03,S,1,40,,QR
NM-003038,17/04/2569 15:06,B01,,1,55,,QR
NM-003039,17/04/2569 15:51,B02,,2,50,M0558,QR
NM-003040,17/04/2569 16:57,C04,S,3,55,,QR
NM-003041,17/04/2569 17:14,B04,,1,75,,QR
NM-003041,17/04/2569 17:14,T04,L,1,70,,QR
NM-003042,17/04/2569 17:51,T02,,2,60,,CASH
NM-003043,17/04/2569 18:36,T01,L,1,65,,QR
NM-003043,17/04/2569 18:36,B02,,1,50,,QR
NM-003043,17/04/2569 18:36,C01,L,1,65,,QR
NM-003044,17/04/2569 19:19,T01,M,1,55,,QR
NM-003044,17/04/2569 19:19,B02,,1,50,,QR
NM-003045,18/04/2569 07:35,C03,M,1,65,M0689,CARD
NM-003046,18/04/2569 07:49,B03,,2,85,M0441,CASH
NM-003046,18/04/2569 07:49,C06,M,1,75,M0441,CASH
NM-003047,18/04/2569 07:54,C03,M,2,65,M0452,CARD
NM-003048,18/04/2569 08:17,C02,M,1,55,,QR
NM-003048,18/04/2569 08:17,B01,,1,55,,QR
NM-003048,18/04/2569 08:17,C06,M,1,,,QR
NM-003049,18/04/2569 08:28,T03,M,1,50,,QR
NM-003049,18/04/2569 08:28,B03,,1,85,,QR
NM-003050,18/04/2569 08:30,C03,M,1,65,M0800,QR
NM-003050,18/04/2569 08:30,B03,,1,85,M0800,QR
NM-003051,18/04/2569 08:54,C01,L,1,65,M0706,QR
NM-003051,18/04/2569 08:54,B04,,1,75,M0706,QR
NM-003052,18/04/2569 09:16,C02,M,1,55,,QR
NM-003053,18/04/2569 09:30,C04,M,1,65,M0490,QR
NM-003054,18/04/2569 09:38,C02,M,2,55,M0217,CARD
NM-003054,18/04/2569 09:38,B01,,1,55,M0217,CARD
NM-003055,18/04/2569 09:42,C01,L,1,65,,CARD
NM-003055,18/04/2569 09:42,B04,,1,75,,CARD
NM-003056,18/04/2569 09:45,T01,L,1,65,,QR
NM-003057,18/04/2569 09:56,T02,M,1,70,,QR
NM-003058,18/04/2569 10:05,C06,L,1,85,,CASH
NM-003058,18/04/2569 10:05,C06,L,1,85,,CASH
NM-003058,18/04/2569 10:05,C04,M,1,65,,CASH
NM-003059,18/04/2569 10:08,B01,,1,55,,CASH
NM-003060,18/04/2569 10:55,C03,,2,55,,QR
NM-003061,18/04/2569 10:58,C03,S,1,55,,QR
